Mes,Scorecard,Decision,Rango Original,Casos,Sumas,Global (Preg.1.a)
200511,2,D,230-234,12,2777,Mas de 219
200511,4,D,250-254,197,49604,Mas de 219
200511,2,D,210-214,279,59038,210-214
200511,3,A,130-134,31,4085,Menos de 165
200511,4,A,245-249,1296,319961,Mas de 219
200511,2,D,170-174,2818,484622,170-174
200511,2,A,160-164,116,18787,Menos de 165
200511,4,D,240-244,391,94656,Mas de 219
200511,2,A,165-169,172,28719,165-169
200511,3,D,190-194,3294,631975,190-194
200511,3,D,160-164,3087,500221,Menos de 165
200511,4,D,175-179,5965,1055799,175-179
200511,4,A,195-199,5483,1079549,195-199
200511,2,D,220-224,107,23721,Mas de 219
200511,4,A,185-189,2694,503881,185-189
200511,3,D,165-169,3346,558603,165-169
200511,3,A,155-159,292,45931,Menos de 165
200511,4,D,135-139,661,90863,Menos de 165
200511,4,A,145-149,95,13974,Menos de 165
200511,4,A,205-209,5699,1178994,205-209
200511,2,D,140-144,744,105681,Menos de 165
200511,4,A,200-204,6079,1228254,200-204
200511,2,D,255-259,1,255,Mas de 219
200511,4,D,260-264,57,14915,Mas de 219
200511,4,A,215-219,4396,953666,215-219
200511,3,D,210-214,956,202598,210-214
200511,2,A,155-159,22,3462,Menos de 165
200511,3,A,235-239,797,188903,Mas de 219
200511,4,D,205-209,2923,604683,205-209
200511,4,D,225-229,1202,272723,Mas de 219
200511,4,A,250-254,837,210739,Mas de 219
200511,4,A,Mas de 264,457,124412,Mas de 219
200511,3,D,230-234,466,108150,Mas de 219
200511,3,D,155-159,2657,417520,Menos de 165
200511,2,A,230-234,21,4867,Mas de 219
200511,3,A,150-154,210,31940,Menos de 165
200511,2,D,250-254,1,250,Mas de 219
200511,2,A,210-214,154,32605,210-214
200511,2,D,160-164,2664,431819,Menos de 165
200511,4,A,140-144,32,4559,Menos de 165
200511,4,A,255-259,683,175407,Mas de 219
200511,2,D,185-189,2659,496823,185-189
200511,3,A,180-184,1421,258840,180-184
200511,4,A,220-224,3938,873814,Mas de 219
200511,2,D,200-204,833,168044,200-204
200511,4,D,245-249,305,75276,Mas de 219
200511,2,D,215-219,166,35961,215-219
200511,2,D,120-124,86,10551,Menos de 165
200511,3,A,190-194,1675,321452,190-194
200511,2,D,195-199,1337,263236,195-199
200511,4,A,170-174,1236,212636,170-174
200511,3,D,125-129,520,66212,Menos de 165
200511,4,D,185-189,5799,1084297,185-189
200511,2,D,165-169,2861,477621,165-169
200511,4,A,135-139,34,4657,Menos de 165
200511,3,A,250-254,460,115903,Mas de 219
200511,4,D,145-149,1585,233116,Menos de 165
200511,4,A,160-164,601,97461,Menos de 165
200511,2,D,225-229,39,8834,Mas de 219
200511,4,D,130-134,336,44468,Menos de 165
200511,4,D,Menor que 120,134,15069,Mas de 219
200511,2,D,180-184,3041,553323,180-184
200511,3,A,240-244,735,177654,Mas de 219
200511,3,A,210-214,1979,419520,210-214
200511,3,A,230-234,1162,269674,Mas de 219
200511,4,A,175-179,1723,305217,175-179
200511,3,A,120-124,6,731,Menos de 165
200511,2,D,190-194,2189,419973,190-194
200511,4,D,150-154,2128,323428,Menos de 165
200511,4,D,195-199,3947,777147,195-199
200511,3,D,250-254,183,46114,Mas de 219
200511,3,D,220-224,749,166179,Mas de 219
200511,4,A,165-169,815,136156,165-169
200511,4,D,Mas de 264,52,14073,Mas de 219
200511,2,D,135-139,455,62384,Menos de 165
200511,2,A,180-184,744,135512,180-184
200511,2,A,220-224,74,16412,Mas de 219
200511,3,D,215-219,824,178692,215-219
200511,4,D,140-144,844,119943,Menos de 165
200511,3,D,180-184,3831,697651,180-184
200511,4,D,200-204,3711,749867,200-204
200511,3,D,255-259,86,22122,Mas de 219
200511,2,A,170-174,229,39400,170-174
200511,2,A,215-219,95,20588,215-219
200511,3,A,260-264,238,62307,Mas de 219
200511,2,D,125-129,157,20023,Menos de 165
200511,4,D,235-239,577,136673,Mas de 219
200511,4,A,225-229,3449,782443,Mas de 219
200511,3,D,170-174,3747,644453,170-174
200511,4,D,160-164,3921,636212,Menos de 165
200511,4,A,130-134,10,1319,Menos de 165
200511,4,D,190-194,6008,1154216,190-194
200511,4,D,165-169,4467,746559,165-169
200511,2,A,240-244,1,241,Mas de 219
200511,4,A,150-154,152,23119,Menos de 165
200511,4,D,120-124,119,14545,Menos de 165
200511,3,A,245-249,500,123375,Mas de 219
200511,2,D,Menor que 120,47,5483,Mas de 219
200511,3,A,205-209,2141,443156,205-209
200511,3,A,125-129,17,2158,Menos de 165
200511,3,D,135-139,1093,149913,Menos de 165
200511,2,A,175-179,647,114614,175-179
200511,2,D,150-154,1845,280257,Menos de 165
200511,3,D,240-244,276,66726,Mas de 219
200511,4,A,155-159,392,61655,Menos de 165
200511,2,A,135-139,1,135,Menos de 165
200511,3,A,185-189,1628,304547,185-189
200511,3,D,175-179,3962,701850,175-179
200511,2,D,130-134,357,47168,Menos de 165
200511,3,A,215-219,1539,333901,215-219
200511,3,A,195-199,2678,527240,195-199
200511,3,D,Menor que 120,476,53331,Mas de 219
200511,3,D,205-209,1144,236753,205-209
200511,2,D,175-179,2945,521414,175-179
200511,3,A,170-174,893,153645,170-174
200511,3,A,145-149,157,23117,Menos de 165
200511,4,D,155-159,3173,498751,Menos de 165
200511,2,A,225-229,17,3878,Mas de 219
200511,2,A,205-209,278,57477,205-209
200511,4,A,235-239,2103,498118,Mas de 219
200511,3,A,Mas de 264,328,89429,Mas de 219
200511,4,D,230-234,835,193601,Mas de 219
200511,4,D,210-214,2372,502539,210-214
200511,3,D,260-264,77,20139,Mas de 219
200511,4,A,190-194,3062,587843,190-194
200511,4,A,180-184,2248,409180,180-184
200511,3,A,220-224,1401,310845,Mas de 219
200511,2,A,245-249,2,492,Mas de 219
200511,2,D,240-244,5,1207,Mas de 219
200511,3,D,225-229,606,137605,Mas de 219
200511,3,A,140-144,106,15069,Menos de 165
200511,3,A,255-259,269,69206,Mas de 219
200512,2,D,155-159,2504,393380,Menos de 165
200512,2,D,210-214,173,36622,210-214
200512,4,D,170-174,5115,879735,170-174
200512,3,A,Menor que 120,9,1028,Mas de 219
200512,2,D,230-234,13,3013,Mas de 219
200512,2,A,235-239,9,2129,Mas de 219
200512,4,D,215-219,1765,382905,215-219
200512,3,A,260-264,171,44763,Mas de 219
200512,4,A,180-184,1878,341852,180-184
200512,3,D,235-239,229,54283,Mas de 219
200512,4,D,140-144,1548,220040,Menos de 165
200512,4,D,200-204,3337,674102,200-204
200512,4,D,220-224,1493,331348,Mas de 219
200512,4,A,210-214,4496,953174,210-214
200512,3,D,205-209,946,195819,205-209
200512,2,D,130-134,378,49896,Menos de 165
200512,4,D,195-199,3598,708498,195-199
200512,3,D,225-229,449,101873,Mas de 219
200512,4,D,250-254,151,38039,Mas de 219
200512,4,A,230-234,2464,571526,Mas de 219
200512,3,A,240-244,549,132735,Mas de 219
200512,4,D,Mas de 264,60,16202,Mas de 219
200512,4,A,165-169,694,115999,165-169
200512,2,D,190-194,1332,255541,190-194
200512,4,A,200-204,5534,1117962,200-204
200512,3,A,205-209,1840,380914,205-209
200512,3,D,155-159,2627,412669,Menos de 165
200512,4,D,145-149,2251,330809,Menos de 165
200512,4,D,125-129,643,81884,Menos de 165
200512,4,A,130-134,16,2112,Menos de 165
200512,3,A,175-179,1183,209663,175-179
200512,4,A,160-164,519,84176,Menos de 165
200512,4,D,185-189,5544,1036696,185-189
200512,4,D,255-259,98,25157,Mas de 219
200512,4,A,120-124,5,616,Menos de 165
200512,4,A,150-154,184,27989,Menos de 165
200512,2,D,165-169,2525,421593,165-169
200512,2,D,235-239,1,238,Mas de 219
200512,3,A,135-139,55,7551,Menos de 165
200512,2,D,195-199,878,172739,195-199
200512,3,A,190-194,1290,247568,190-194
200512,2,D,185-189,1707,318977,185-189
200512,3,A,255-259,188,48380,Mas de 219
200512,4,A,225-229,3075,697516,Mas de 219
200512,4,D,245-249,253,62481,Mas de 219
200512,3,A,220-224,1147,254450,Mas de 219
200512,2,D,160-164,2470,400361,Menos de 165
200512,4,D,210-214,2234,473302,210-214
200512,2,D,200-204,528,106479,200-204
200512,4,A,140-144,55,7816,Menos de 165
200512,4,D,230-234,811,188052,Mas de 219
200512,4,A,235-239,1908,452050,Mas de 219
200512,3,D,180-184,2860,520659,180-184
200512,4,D,155-159,3631,570506,Menos de 165
200512,3,A,170-174,617,106140,170-174
200512,4,A,Mas de 264,371,100819,Mas de 219
200512,2,D,175-179,2102,372164,175-179
200512,2,A,225-229,17,3858,Mas de 219
200512,4,D,260-264,45,11773,Mas de 219
200512,2,A,180-184,623,113575,180-184
200512,3,D,Menor que 120,919,100589,Mas de 219
200512,4,A,145-149,107,15738,Menos de 165
200512,3,A,125-129,16,2037,Menos de 165
200512,2,D,140-144,809,114970,Menos de 165
200512,2,A,135-139,1,137,Menos de 165
200512,3,D,175-179,2888,511583,175-179
200512,2,D,180-184,2035,370248,180-184
200512,3,A,215-219,1343,291332,215-219
200512,4,D,150-154,2721,413542,Menos de 165
200512,4,A,195-199,5445,1072303,195-199
200512,4,A,185-189,2288,427970,185-189
200512,2,A,175-179,503,89091,175-179
200512,4,A,155-159,343,53903,Menos de 165
200512,2,D,Menor que 120,72,8398,Mas de 219
200512,4,D,130-134,815,107825,Menos de 165
200512,2,D,145-149,1231,181021,Menos de 165
200512,4,D,120-124,354,43332,Menos de 165
200512,3,D,160-164,2963,479987,Menos de 165
200512,3,D,165-169,3267,545222,165-169
200512,4,D,240-244,412,99693,Mas de 219
200512,3,D,135-139,1453,199301,Menos de 165
200512,4,A,245-249,1107,273316,Mas de 219
200512,2,A,165-169,106,17722,165-169
200512,3,D,190-194,2326,446217,190-194
200512,2,A,160-164,83,13455,Menos de 165
200512,2,A,190-194,766,147034,190-194
200512,3,A,180-184,1328,241904,180-184
200512,2,D,125-129,166,21132,Menos de 165
200512,3,D,170-174,3324,571772,170-174
200512,2,D,205-209,290,59888,205-209
200512,4,D,235-239,528,125056,Mas de 219
200512,2,A,170-174,140,24111,170-174
200512,3,D,255-259,51,13117,Mas de 219
200512,3,D,140-144,1636,232390,Menos de 165
200512,4,D,205-209,2756,570084,205-209
200512,4,A,Menor que 120,4,451,Mas de 219
200512,2,A,215-219,84,18193,215-219
200512,3,D,195-199,1330,261814,195-199
200512,4,D,225-229,1136,257622,Mas de 219
200512,3,D,250-254,133,33498,Mas de 219
200512,2,A,140-144,5,705,Menos de 165
200512,2,A,220-224,60,13289,Mas de 219
200512,3,D,Mas de 264,40,10966,Mas de 219
200512,2,D,135-139,503,68960,Menos de 165
200512,3,D,215-219,620,134481,215-219
200512,3,A,165-169,512,85529,165-169
200512,4,A,260-264,328,85846,Mas de 219
200512,2,A,200-204,377,76042,200-204
200512,3,D,200-204,1148,231897,200-204
200512,2,A,195-199,634,124713,195-199
200512,3,D,220-224,526,116686,Mas de 219
200512,3,D,145-149,2117,311476,Menos de 165
200512,3,A,210-214,1601,339464,210-214
200512,4,A,175-179,1486,263173,175-179
200512,3,A,230-234,872,202339,Mas de 219
200512,4,D,Menor que 120,552,61337,Mas de 219
200512,3,A,120-124,15,1837,Menos de 165
200512,3,A,250-254,376,94681,Mas de 219
200512,2,A,145-149,6,885,Menos de 165
200512,3,A,200-204,2179,440013,200-204
200512,4,A,240-244,1428,345716,Mas de 219
200512,3,D,185-189,2722,508793,185-189
200512,3,A,160-164,403,65294,Menos de 165
200512,4,A,135-139,48,6592,Menos de 165
200512,2,D,225-229,25,5677,Mas de 219
200512,3,A,150-154,202,30727,Menos de 165
200512,2,A,185-189,930,173872,185-189
200512,4,A,170-174,1048,180325,170-174
200512,4,A,220-224,3649,809912,Mas de 219
200512,3,D,245-249,138,34080,Mas de 219
200512,3,A,130-134,36,4753,Menos de 165
200512,2,D,240-244,3,724,Mas de 219
200512,3,D,125-129,730,92889,Menos de 165
200512,2,A,245-249,3,740,Mas de 219
200512,3,A,140-144,107,15205,Menos de 165
200512,2,D,215-219,100,21683,215-219
200512,3,A,225-229,989,224354,Mas de 219
200512,2,D,120-124,137,16798,Menos de 165
200512,4,A,190-194,2708,519914,190-194
200512,4,A,255-259,630,161847,Mas de 219
200512,2,A,210-214,132,27952,210-214
200512,3,A,Mas de 264,195,52969,Mas de 219
200512,2,A,230-234,18,4177,Mas de 219
200512,2,D,150-154,1715,260724,Menos de 165
200512,2,A,205-209,219,45309,205-209
200512,4,A,250-254,796,200419,Mas de 219
200512,3,A,145-149,123,18099,Menos de 165
200512,3,D,260-264,49,12822,Mas de 219
200512,3,D,210-214,786,166597,210-214
200512,3,A,235-239,598,141767,Mas de 219
200512,4,D,180-184,6091,1108468,180-184
200512,2,A,155-159,14,2195,Menos de 165
200512,3,D,230-234,341,79139,Mas de 219
200512,3,A,155-159,310,48735,Menos de 165
200512,4,A,215-219,4053,879300,215-219
200512,4,A,205-209,5212,1078063,205-209
200512,3,A,195-199,2465,485206,195-199
200512,2,A,150-154,11,1666,Menos de 165
200512,3,A,185-189,1380,258141,185-189
200512,4,D,135-139,1074,147247,Menos de 165
200512,3,D,240-244,190,45914,Mas de 219
200512,2,D,220-224,50,11086,Mas de 219
200512,4,D,175-179,5916,1047301,175-179
200512,3,D,130-134,1036,136876,Menos de 165
200512,3,A,245-249,374,92238,Mas de 219
200512,2,A,240-244,2,483,Mas de 219
200512,4,D,165-169,4515,754572,165-169
200512,2,D,170-174,2367,407056,170-174
200512,3,D,120-124,478,58360,Menos de 165
200512,4,D,160-164,4039,655262,Menos de 165
200512,4,A,125-129,10,1279,Menos de 165
200512,3,D,150-154,2222,338037,Menos de 165
200512,4,D,190-194,5885,1130332,190-194
200601,3,A,150-154,259,39435,Menos de 165
200601,4,A,190-194,2764,530697,190-194
200601,2,D,220-224,64,14167,Mas de 219
200601,3,A,120-124,18,2192,Menos de 165
200601,2,A,170-174,123,21165,170-174
200601,3,D,255-259,65,16718,Mas de 219
200601,2,A,205-209,192,39692,205-209
200601,2,A,210-214,105,22234,210-214
200601,3,D,125-129,827,105243,Menos de 165
200601,2,A,230-234,6,1388,Mas de 219
200601,4,D,185-189,5844,1092724,185-189
200601,4,A,175-179,1751,310056,175-179
200601,4,A,215-219,4047,877828,215-219
200601,3,D,205-209,1406,290983,205-209
200601,3,D,230-234,512,118780,Mas de 219
200601,3,A,235-239,768,181973,Mas de 219
200601,3,A,240-244,676,163447,Mas de 219
200601,4,D,180-184,6209,1129951,180-184
200601,4,D,165-169,4514,754453,165-169
200601,3,D,210-214,1244,263578,210-214
200601,4,D,145-149,2298,337682,Menos de 165
200601,2,D,190-194,1192,228647,190-194
200601,4,A,180-184,2291,417040,180-184
200601,3,A,260-264,165,43240,Mas de 219
200601,4,D,135-139,1236,169691,Menos de 165
200601,4,D,175-179,6129,1084938,175-179
200601,3,A,205-209,2391,494938,205-209
200601,2,D,125-129,119,15149,Menos de 165
200601,3,D,130-134,1035,136777,Menos de 165
200601,4,D,140-144,1641,233153,Menos de 165
200601,3,D,250-254,175,44059,Mas de 219
200601,4,D,195-199,3589,706767,195-199
200601,3,D,170-174,3931,676043,170-174
200601,4,D,225-229,1123,254752,Mas de 219
200601,2,D,210-214,179,37917,210-214
200601,4,A,220-224,3607,800513,Mas de 219
200601,3,A,125-129,31,3942,Menos de 165
200601,2,A,235-239,3,709,Mas de 219
200601,2,D,225-229,31,7029,Mas de 219
200601,3,A,245-249,446,110075,Mas de 219
200601,2,D,205-209,295,60969,205-209
200601,2,D,230-234,12,2779,Mas de 219
200601,4,D,215-219,1746,378707,215-219
200601,3,A,165-169,670,111902,165-169
200601,3,D,235-239,353,83623,Mas de 219
200601,2,A,240-244,2,484,Mas de 219
200601,2,A,220-224,42,9306,Mas de 219
200601,4,A,210-214,4500,953799,210-214
200601,3,D,200-204,1586,320250,200-204
200601,4,D,190-194,6188,1188579,190-194
200601,2,A,200-204,318,64151,200-204
200601,3,D,175-179,3435,608370,175-179
200601,4,D,Menor que 120,581,64196,Mas de 219
200601,3,D,240-244,305,73733,Mas de 219
200601,4,A,230-234,2433,564271,Mas de 219
200601,3,A,185-189,1617,302474,185-189
200601,3,A,160-164,498,80715,Menos de 165
200601,4,A,205-209,5350,1106701,205-209
200601,4,D,150-154,2757,419075,Menos de 165
200601,2,D,130-134,199,26270,Menos de 165
200601,3,A,195-199,2986,587817,195-199
200601,3,A,200-204,2741,553531,200-204
200601,3,A,250-254,431,108547,Mas de 219
200601,2,D,175-179,1961,347205,175-179
200601,3,A,170-174,966,166228,170-174
200601,2,A,160-164,69,11191,Menos de 165
200601,3,A,145-149,206,30295,Menos de 165
200601,4,A,Menor que 120,5,573,Mas de 219
200601,4,D,155-159,3746,588593,Menos de 165
200601,2,D,235-239,8,1900,Mas de 219
200601,3,A,255-259,244,62753,Mas de 219
200601,2,D,240-244,1,240,Mas de 219
200601,3,D,220-224,789,175079,Mas de 219
200601,3,A,140-144,124,17629,Menos de 165
200601,3,A,135-139,86,11793,Menos de 165
200601,4,A,130-134,24,3168,Menos de 165
200601,3,D,245-249,220,54283,Mas de 219
200601,3,D,260-264,59,15435,Mas de 219
200601,3,A,Mas de 264,258,70166,Mas de 219
200601,4,A,225-229,3012,683349,Mas de 219
200601,2,A,145-149,2,290,Menos de 165
200601,2,D,Menor que 120,51,5939,Mas de 219
200601,3,D,185-189,3315,619686,185-189
200601,2,D,200-204,474,95661,200-204
200601,4,D,230-234,822,190603,Mas de 219
200601,4,A,235-239,1883,446208,Mas de 219
200601,4,D,170-174,5385,926085,170-174
200601,4,D,210-214,2096,444171,210-214
200601,4,D,255-259,124,31847,Mas de 219
200601,3,D,145-149,2343,344604,Menos de 165
200601,3,D,160-164,3612,584941,Menos de 165
200601,4,A,150-154,230,35007,Menos de 165
200601,4,D,205-209,2727,564112,205-209
200601,2,A,185-189,844,157782,185-189
200601,3,A,175-179,1336,236789,175-179
200601,2,A,165-169,81,13530,165-169
200601,2,A,180-184,640,116566,180-184
200601,4,A,200-204,5804,1172342,200-204
200601,4,A,240-244,1363,329864,Mas de 219
200601,3,A,215-219,1779,386135,215-219
200601,3,D,165-169,3916,653626,165-169
200601,4,A,120-124,4,490,Menos de 165
200601,3,A,220-224,1507,334407,Mas de 219
200601,4,D,130-134,851,112637,Menos de 165
200601,3,D,195-199,1821,358562,195-199
200601,4,A,155-159,420,66054,Menos de 165
200601,3,D,140-144,1879,266770,Menos de 165
200601,2,A,175-179,483,85553,175-179
200601,3,D,Mas de 264,81,22068,Mas de 219
200601,2,D,165-169,2218,370297,165-169
200601,4,D,120-124,391,47909,Menos de 165
200601,3,D,135-139,1431,196161,Menos de 165
200601,2,A,195-199,570,112201,195-199
200601,2,A,140-144,3,425,Menos de 165
200601,4,D,250-254,149,37543,Mas de 219
200601,2,A,225-229,16,3623,Mas de 219
200601,3,A,180-184,1471,267898,180-184
200601,2,D,160-164,2170,351829,Menos de 165
200601,2,D,155-159,1941,304925,Menos de 165
200601,4,A,260-264,290,75935,Mas de 219
200601,3,D,190-194,2867,550162,190-194
200601,4,D,235-239,557,131980,Mas de 219
200601,4,A,185-189,2518,470905,185-189
200601,3,D,225-229,661,150031,Mas de 219
200601,4,A,165-169,838,140033,165-169
200601,4,D,220-224,1578,350122,Mas de 219
200601,2,D,145-149,909,133770,Menos de 165
200601,4,D,200-204,3509,708737,200-204
200601,4,A,245-249,973,240237,Mas de 219
200601,2,D,170-174,2284,392901,170-174
200601,4,D,240-244,386,93420,Mas de 219
200601,2,A,215-219,62,13447,215-219
200601,2,A,190-194,726,139436,190-194
200601,4,D,260-264,48,12557,Mas de 219
200601,4,A,160-164,628,101848,Menos de 165
200601,3,D,150-154,2620,398638,Menos de 165
200601,3,A,210-214,2064,437534,210-214
200601,2,D,135-139,295,40466,Menos de 165
200601,3,D,120-124,530,64758,Menos de 165
200601,2,D,255-259,1,259,Mas de 219
200601,2,D,140-144,565,80368,Menos de 165
200601,3,D,Menor que 120,1037,114173,Mas de 219
200601,4,A,145-149,156,22998,Menos de 165
200601,3,D,215-219,954,206942,215-219
200601,4,D,Mas de 264,52,14115,Mas de 219
200601,2,D,180-184,1865,339358,180-184
200601,3,A,155-159,355,55774,Menos de 165
200601,4,A,125-129,13,1660,Menos de 165
200601,2,A,150-154,13,1972,Menos de 165
200601,2,D,150-154,1351,205263,Menos de 165
200601,3,A,225-229,1330,301746,Mas de 219
200601,3,D,180-184,3428,624080,180-184
200601,3,D,155-159,3068,482019,Menos de 165
200601,2,D,120-124,55,6734,Menos de 165
200601,3,A,230-234,1011,234583,Mas de 219
200601,4,A,Mas de 264,322,87719,Mas de 219
200601,4,A,195-199,5665,1115515,195-199
200601,3,A,Menor que 120,3,343,Mas de 219
200601,4,A,250-254,673,169507,Mas de 219
200601,4,A,135-139,42,5776,Menos de 165
200601,4,D,160-164,4206,682173,Menos de 165
200601,2,A,155-159,10,1574,Menos de 165
200601,4,D,125-129,699,89023,Menos de 165
200601,4,A,170-174,1230,211585,170-174
200601,4,D,245-249,263,64931,Mas de 219
200601,2,D,185-189,1548,289373,185-189
